1	11
2	69
3	201
4	1
5	1
6	11
7	17
8	11
9	105
10	201
11	330
12	12
13	201
14	330
15	121
16	1
17	11
18	17
19	17
20	126
21	201
22	250
23	121
24	521
25	174
26	69
27	308
28	29
29	29
30	52
31	162
32	1
33	583
34	12
35	69
36	250
37	250
38	250
39	573
40	521
41	441
42	11
43	478
44	126
45	126
46	126
47	706
48	11
49	177
50	583
51	1114
52	201
53	1
54	162
55	162
56	105
57	370
58	12
59	8
60	179
61	179
62	165
63	1062
64	11
65	336
66	11
67	11
68	1
69	1
70	29
71	143
72	177
73	441
74	177
75	11
76	17
77	126
78	766
79	766
80	11
81	178
82	362
83	362
84	69
85	69
86	121
87	121
88	1
89	121
90	12
91	459
92	12
93	201
94	643
95	46
96	11
97	162
98	105
99	12
100	156
101	31
102	739
103	1003
104	29
105	1156
106	126
107	472
108	288
109	288
110	285
111	371
112	8
113	652
114	887
115	887
116	17
117	17
118	617
119	617
120	113
121	506
122	52
123	562
124	162
125	871
126	857
127	2116
128	69
129	252
130	728
131	728
132	573
133	573
134	1114
135	654
136	201
137	857
138	69
139	219
140	121
141	105
142	165
143	643
144	330
145	841
146	841
147	202
148	250
149	12
150	99
151	99
152	330
153	1213
154	330
155	294
156	31
157	31
158	583
159	2182
160	521
161	123
162	179
163	179
164	308
165	124
166	124
167	2794
168	69
169	2669
170	69
171	697
172	125
173	125
174	534
175	663
176	11
177	11
178	11
179	11
180	29
181	29
182	1003
183	378
184	126
185	626
186	11
187	278
188	472
189	123
190	393
191	4271
192	1
193	3
194	288
195	288
196	17
197	17
198	29
199	892
200	85
201	233
202	573
203	527
204	583
205	583
206	1831
207	1831
208	69
209	219
210	737
211	718
212	105
213	12
214	101
215	506
216	202
217	52
218	202
219	562
220	127
221	127
222	950
223	2330
224	250
225	447
226	69
227	69
228	349
229	349
230	484
231	883
232	11
233	1957
234	250
235	1374
236	31
237	573
238	573
239	3794
240	273
241	668
242	102
243	102
244	121
245	121
246	29
247	29
248	643
249	136
250	288
251	1769
252	2043
253	2043
254	2044
255	9798
256	11
257	841
258	841
259	841
260	534
261	534
262	534
263	663
264	174
265	99
266	330
267	201
268	330
269	330
270	462
271	462
272	126
273	174
274	514
275	294
276	69
277	69
278	105
279	31
280	126
281	1156
282	521
283	1506
284	123
285	123
286	123
287	991
288	126
289	121
290	3
291	441
292	441
293	308
294	308
295	847
296	29
297	1769
298	126
299	101
300	11
301	271
302	266
303	3667
304	1114
305	887
306	887
307	887
308	121
309	177
310	459
311	2164
312	1154
313	655
314	220
315	193
316	220
317	220
318	1299
319	1299
320	12
321	734
322	643
323	46
324	192
325	192
326	192
327	1048
328	362
329	631
330	841
331	874
332	162
333	162
334	1733
335	1733
336	11
337	387
338	4271
339	4271
340	201
341	1
342	726
343	726
344	349
345	210
346	370
347	56
348	8
349	8
350	1084
351	1084
352	105
353	1818
354	583
355	583
356	8
357	8
358	8
359	5113
360	105
361	1841
362	105
363	111
364	459
365	1831
366	1831
367	159
368	69
369	1
370	29
371	29
372	12
373	12
374	1834
375	1834
376	506
377	5705
378	46
379	1251
380	1062
381	101
382	2669
383	318
384	1
385	52
386	202
387	162
388	162
389	871
390	823
391	222
392	250
393	463
394	250
395	303
396	105
397	105
398	857
399	857
400	617
401	258
402	75
403	75
404	174
405	174
406	112
407	112
408	11
409	281
410	739
411	1695
412	1003
413	514
414	514
415	646
416	521
417	1403
418	626
419	31
420	687
421	687
422	693
423	1681
424	521
425	1506
426	11
427	1
428	102
429	102
430	393
431	1906
432	441
433	310
434	310
435	273
436	288
437	124
438	328
439	328
440	441
441	786
442	441
443	787
444	365
445	365
446	1769
447	5241
448	126
449	2043
450	578
451	578
452	521
453	11
454	11
455	1752
456	534
457	446
458	534
459	127
460	810
461	810
462	2870
463	2870
464	126
465	534
466	663
467	663
468	521
469	521
470	1172
471	667
472	617
473	766
474	766
475	499
476	766
477	174
478	10006
479	368
480	593
481	2853
482	126
483	126
484	378
485	378
486	514
487	2003
488	69
489	271
490	593
491	6501
492	1004
493	1004
494	1004
495	8243
496	143
497	69
498	105
499	105
500	841
501	202
502	303
503	971
504	387
505	1194
506	387
507	3819
508	2116
509	1713
510	434
511	5818
512	11
513	451
514	876
515	876
516	584
517	584
518	1216
519	1053
520	728
521	734
522	370
523	376
524	370
525	81
526	371
527	1099
528	121
529	121
530	225
531	225
532	583
533	583
534	552
535	552
536	121
537	3
538	121
539	1087
540	452
541	452
542	452
543	2287
544	201
545	887
546	121
547	121
548	1658
549	1454
550	459
551	2954
552	201
553	3791
554	1
555	121
556	220
557	220
558	363
559	942
560	12
561	136
562	136
563	220
564	1
565	1
566	6442
567	1299
568	298
569	1641
570	643
571	734
572	46
573	46
574	72
575	72
576	12
577	178
578	29
579	29
580	841
581	162
582	162
583	730
584	162
585	359
586	362
587	118
588	118
589	118
590	220
591	220
592	105
593	1733
594	971
595	971
596	69
597	69
598	393
599	393
600	499
601	803
602	344
603	3043
604	344
605	344
606	368
607	368
608	105
609	726
610	462
611	281
612	281
613	281
614	281
615	3786
616	330
617	1288
618	105
619	207
620	768
621	768
622	768
623	2709
624	105
625	330
626	1818
627	1818
628	573
629	573
630	465
631	465
632	278
633	4081
634	105
635	390
636	1826
637	1826
638	1826
639	12324
640	11
641	1
642	330
643	330
644	221
645	221
646	221
647	196
648	12
649	2759
650	273
651	652
652	179
653	105
654	1320
655	1320
656	165
657	877
658	877
659	219
660	308
661	308
662	105
663	105
664	165
665	718
666	101
667	12470
668	5705
669	5705
670	147
671	9031
672	11
673	1385
674	1062
675	101
676	2669
677	318
678	318
679	1846
680	11
681	9927
682	11
683	127
684	222
685	222
686	202
687	52
688	250
689	202
690	127
691	127
692	336
693	11
694	222
695	202
696	250
697	202
698	250
699	947
700	1658
701	321
702	2128
703	16237
704	17
705	125
706	205
707	99
708	174
709	174
710	617
711	2833
712	617
713	258
714	715
715	75
716	174
717	174
718	10006
719	10006
720	17
721	888
722	2853
723	1641
724	29
725	521
726	484
727	484
728	514
729	11
730	40
731	2437
732	1003
733	1003
734	495
735	495
736	521
737	646
738	11
739	11
740	73
741	631
742	631
743	8243
744	521
745	1519
746	521
747	465
748	278
749	31
750	687
751	4826
752	143
753	521
754	1506
755	1506
756	472
757	472
758	1958
759	1958
760	393
761	121
762	143
763	1907
764	1906
765	477
766	477
767	5200
768	11
769	121
770	310
771	310
772	441
773	441
774	288
775	290
776	124
777	250
778	124
779	328
780	441
781	441
782	441
783	288
784	17
785	124
786	231
787	231
788	126
789	69
790	825
791	825
792	17
793	365
794	126
795	5241
796	2043
797	2043
798	643
799	732
800	1114
801	897
802	552
803	552
804	652
805	652
806	521
807	1034
808	177
809	1984
810	1114
811	701
812	654
813	158
814	158
815	1803
816	177
817	810
818	810
819	478
820	1114
821	1114
822	5777
823	5777
824	1454
825	729
826	1454
827	658
828	321
829	321
830	3791
831	4401
832	69
833	177
834	1172
835	1172
836	363
837	617
838	617
839	1010
840	1834
841	289
842	363
843	363
844	363
845	363
846	316
847	316
848	11
849	6556
850	5705
851	1299
852	11
853	11
854	1400
855	2853
856	40
857	126
858	378
859	6817
860	298
861	298
862	815
863	815
864	871
865	2437
866	126
867	126
868	126
869	126
870	178
871	10523
872	362
873	2071
874	871
875	126
876	1004
877	1004
878	1004
879	1793
880	362
881	362
882	593
883	593
884	706
885	706
886	1156
887	1156
888	3919
889	20572
890	971
891	2510
892	1457
893	8
894	6354
895	6354
896	1
897	698
898	123
899	123
900	42
901	42
902	42
903	212
904	69
905	990
906	11
907	1188
908	11
909	69
910	368
911	368
912	728
913	48
914	876
915	876
916	370
917	370
918	584
919	584
920	1213
921	396
922	728
923	950
924	734
925	734
926	734
927	4073
928	201
929	1216
930	728
931	728
932	318
933	318
934	318
935	2009
936	201
937	2771
938	1
939	1109
940	1374
941	225
942	225
943	370
944	583
945	1114
946	1114
947	121
948	121
949	121
950	271
951	271
952	583
953	266
954	1114
955	647
956	1087
957	1087
958	1087
959	41781
960	12
961	452
962	452
963	654
964	201
965	1
966	1
967	987
968	1658
969	125
970	459
971	583
972	857
973	857
974	1298
975	1298
976	1
977	1658
978	125
979	125
980	12
981	201
982	3791
983	6302
984	220
985	1
986	220
987	29
988	715
989	715
990	2088
991	2088
992	46
993	8022
994	1
995	1
996	715
997	715
998	715
999	715
1000	127
1001	1369
1002	812
1003	1678
1004	1099
1005	825
1006	2045
1007	3466
1008	892
1009	308
1010	1211
1011	4234
1012	614
1013	614
1014	1838
1015	1838
1016	232
1017	3055
1018	232
1019	3217
1020	510
1021	1026
1022	1281
1023	10679
1024	521
1025	996
1026	983
1027	983
1028	697
1029	446
1030	1107
1031	8189
1032	976
1033	1221
1034	110
1035	193
1036	110
1037	110
1038	1288
1039	1288
1040	887
1041	986
1042	1243
1043	810
1044	125
1045	125
1046	878
1047	285
1048	534
1049	2716
1050	658
1051	1475
1052	306
1053	306
1054	306
1055	3250
1056	766
1057	823
1058	11
1059	11
1060	1172
1061	205
1062	205
1063	3914
1064	715
1065	5589
1066	766
1067	862
1068	344
1069	344
1070	109
1071	3698
1072	715
1073	75
1074	1100
1075	1100
1076	11
1077	11
1078	2856
1079	2856
1080	1641
1081	510
1082	1641
1083	1050
1084	462
1085	281
1086	2433
1087	2433
1088	11
1089	1213
1090	270
1091	270
1092	766
1093	766
1094	11
1095	2383
1096	768
1097	2897
1098	294
1099	330
1100	207
1101	475
1102	1175
1103	7950
1104	177
1105	299
1106	4158
1107	4158
1108	29
1109	29
1110	381
1111	8004
1112	562
1113	860
1114	359
1115	4847
1116	631
1117	631
1118	4179
1119	1241
1120	192
1121	1033
1122	462
1123	462
1124	687
1125	687
1126	687
1127	4826
1128	126
1129	1346
1130	200
1131	1456
1132	971
1133	1792
1134	1792
1135	4270
1136	118
1137	126
1138	1664
1139	1
1140	362
1141	362
1142	845
1143	845
1144	393
1145	4122
1146	706
1147	1690
1148	477
1149	477
1150	1188
1151	26549
1152	8
1153	936
1154	110
1155	764
1156	764
1157	273
1158	273
1159	3046
1160	56
1161	4611
1162	56
1163	46
1164	3
1165	3
1166	186
1167	186
1168	288
1169	998
1170	891
1171	891
1172	252
1173	1216
1174	3
1175	288
1176	288
1177	273
1178	288
1179	3517
1180	1695
1181	1695
1182	1074
1183	6371
1184	17
1185	2084
1186	365
1187	365
1188	147
1189	147
1190	167
1191	8078
1192	121
1193	14677
1194	17
1195	288
1196	501
1197	892
1198	892
1199	1385
1200	232
1201	1513
1202	1427
1203	2012
1204	271
1205	652
1206	5459
1207	5459
1208	652
1209	1026
1210	390
1211	1121
1212	2183
1213	2183
1214	5113
1215	28291
1216	8
1217	435
1218	1107
1219	1107
1220	527
1221	452
1222	452
1223	4466
1224	158
1225	148
1226	158
1227	1612
1228	887
1229	478
1230	2883
1231	12564
1232	8
1233	83
1234	5777
1235	5777
1236	121
1237	121
1238	309
1239	309
1240	459
1241	159
1242	1831
1243	5038
1244	1831
1245	1658
1246	6302
1247	2303
1248	617
1249	16237
1250	8
1251	8
1252	1556
1253	1556
1254	1399
1255	6632
1256	617
1257	835
1258	617
1259	2385
1260	289
1261	289
1262	289
1263	6936
1264	220
1265	617
1266	258
1267	258
1268	617
1269	715
1270	344
1271	344
1272	1272
1273	1203
1274	2837
1275	15913
1276	2837
1277	2837
1278	24958
1279	24958
1280	69
1281	232
1282	1251
1283	2853
1284	17
1285	17
1286	17
1287	4223
1288	1003
1289	1811
1290	46
1291	1761
1292	40
1293	40
1294	739
1295	739
1296	29
1297	1003
1298	2003
1299	2003
1300	127
1301	127
1302	2186
1303	2186
1304	52
1305	102
1306	52
1307	5680
1308	1537
1309	1537
1310	2007
1311	12753
1312	222
1313	356
1314	639
1315	639
1316	445
1317	562
1318	562
1319	66
1320	222
1321	2205
1322	202
1323	1886
1324	207
1325	207
1326	192
1327	8038
1328	871
1329	947
1330	2716
1331	463
1332	202
1333	202
1334	4550
1335	8069
1336	1733
1337	2510
1338	1457
1339	593
1340	303
1341	303
1342	4969
1343	30297
1344	1
1345	162
1346	931
1347	931
1348	857
1349	857
1350	212
1351	5335
1352	447
1353	2025
1354	1584
1355	857
1356	2116
1357	2116
1358	2276
1359	4161
1360	69
1361	434
1362	6684
1363	6684
1364	69
1365	69
1366	1451
1367	1451
1368	56
1369	175
1370	48
1371	6841
1372	726
1373	604
1374	757
1375	757
1376	81
1377	46
1378	252
1379	441
1380	206
1381	206
1382	584
1383	16769
1384	81
1385	698
1386	8
1387	891
1388	441
1389	441
1390	1288
1391	4073
1392	81
1393	81
1394	584
1395	252
1396	8
1397	177
1398	787
1399	787
1400	514
1401	2290
1402	768
1403	5236
1404	5624
1405	5624
1406	5561
1407	47551
1408	105
1409	372
1410	1478
1411	1478
1412	1374
1413	1374
1414	1374
1415	1586
1416	573
1417	7058
1418	1114
1419	180
1420	465
1421	156
1422	353
1423	353
1424	31
1425	11
1426	11
1427	552
1428	1114
1429	1114
1430	233
1431	233
1432	31
1433	1879
1434	573
1435	7160
1436	3794
1437	3794
1438	3794
1439	19179
1440	250
1441	357
1442	39
1443	527
1444	1841
1445	654
1446	654
1447	3875
1448	201
1449	4466
1450	250
1451	1575
1452	1846
1453	1846
1454	653
1455	3087
1456	857
1457	1114
1458	8
1459	8
1460	102
1461	221
1462	1948
1463	3091
1464	857
1465	1114
1466	857
1467	197
1468	159
1469	658
1470	314
1471	9353
1472	201
1473	857
1474	3791
1475	3791
1476	69
1477	69
1478	11
1479	1455
1480	29
1481	1114
1482	1154
1483	655
1484	1154
1485	219
1486	6122
1487	10392
1488	11
1489	363
1490	3716
1491	3716
1492	201
1493	201
1494	289
1495	289
1496	363
1497	363
1498	363
1499	363
1500	2197
1501	2197
1502	6043
1503	6043
1504	124
1505	6079
1506	105
1507	105
1508	3736
1509	3736
1510	365
1511	5241
1512	124
1513	5164
1514	124
1515	9549
1516	1385
1517	732
1518	732
1519	18694
1520	2043
1521	124
1522	2033
1523	2033
1524	1062
1525	1062
1526	3350
1527	3350
1528	3828
1529	801
1530	2044
1531	4806
1532	5220
1533	9798
1534	9927
1535	116966
1536	69
1537	4058
1538	703
1539	52
1540	93
1541	93
1542	49
1543	1099
1544	841
1545	738
1546	841
1547	703
1548	202
1549	202
1550	1850
1551	1053
1552	127
1553	841
1554	3902
1555	3902
1556	841
1557	202
1558	445
1559	359
1560	127
1561	1873
1562	841
1563	3450
1564	841
1565	841
1566	202
1567	4966
1568	12
1569	178
1570	127
1571	841
1572	885
1573	885
1574	885
1575	463
1576	250
1577	11883
1578	12
1579	362
1580	31
1581	31
1582	31
1583	20326
1584	250
1585	303
1586	971
1587	971
1588	12
1589	12
1590	20470
1591	20470
1592	777
1593	202
1594	212
1595	1194
1596	387
1597	387
1598	1194
1599	1664
1600	617
1601	796
1602	803
1603	803
1604	499
1605	99
1606	99
1607	3111
1608	201
1609	3539
1610	1100
1611	499
1612	1100
1613	1100
1614	1319
1615	1319
1616	330
1617	368
1618	368
1619	368
1620	766
1621	766
1622	1552
1623	221
1624	112
1625	57
1626	1213
1627	3621
1628	1213
1629	728
1630	7358
1631	7358
1632	174
1633	1811
1634	1213
1635	1213
1636	1213
1637	1213
1638	728
1639	5629
1640	766
1641	1475
1642	174
1643	3427
1644	415
1645	415
1646	415
1647	1906
1648	1957
1649	12
1650	2039
1651	2039
1652	294
1653	294
1654	271
1655	271
1656	1957
1657	1967
1658	318
1659	370
1660	646
1661	3260
1662	3260
1663	21261
1664	69
1665	5561
1666	250
1667	12
1668	225
1669	225
1670	1793
1671	1664
1672	105
1673	3780
1674	31
1675	1374
1676	583
1677	583
1678	2038
1679	2038
1680	105
1681	102
1682	102
1683	156
1684	31
1685	583
1686	583
1687	583
1688	583
1689	3
1690	105
1691	20572
1692	233
1693	233
1694	266
1695	12086
1696	69
1697	266
1698	1087
1699	1087
1700	8
1701	8
1702	8
1703	6953
1704	521
1705	8960
1706	69
1707	3905
1708	698
1709	698
1710	1664
1711	6198
1712	706
1713	121
1714	121
1715	330
1716	123
1717	123
1718	3458
1719	1575
1720	706
1721	1690
1722	143
1723	1076
1724	991
1725	991
1726	991
1727	22038
1728	124
1729	102
1730	122
1731	1951
1732	310
1733	179
1734	179
1735	123
1736	179
1737	102
1738	121
1739	2954
1740	310
1741	310
1742	22459
1743	22459
1744	308
1745	666
1746	220
1747	220
1748	101
1749	101
1750	1905
1751	43
1752	149
1753	149
1754	149
1755	1887
1756	328
1757	877
1758	470
1759	470
1760	308
1761	3480
1762	308
1763	308
1764	121
1765	121
1766	12
1767	12912
1768	101
1769	2629
1770	308
1771	649
1772	847
1773	231
1774	231
1775	2100
1776	2794
1777	101
1778	12470
1779	6272
1780	147
1781	147
1782	6079
1783	6079
1784	2794
1785	12
1786	2794
1787	2273
1788	7889
1789	7889
1790	3466
1791	34774
1792	126
1793	101
1794	419
1795	419
1796	101
1797	46
1798	46
1799	1251
1800	615
1801	6630
1802	615
1803	1838
1804	578
1805	232
1806	892
1807	892
1808	69
1809	2044
1810	1509
1811	1509
1812	521
1813	521
1814	3037
1815	3037
1816	69
1817	2654
1818	1
1819	36516
1820	1087
1821	1984
1822	1984
1823	2804
1824	125
1825	983
1826	697
1827	446
1828	446
1829	222
1830	965
1831	648
1832	125
